,Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD)
1810,2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment ",Private Equity,"23,000,000"
1811,2016-06-07,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"23,000,000"
1812,2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,"23,000,000"
1813,2018-01-10,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,"23,500,000"
1814,2016-08-25,ZoomCar,Consumer Internet,Self-driven car booking platform,Bengaluru,Ford Smart Mobility Llc,Private Equity,"24,000,000"
1815,2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"24,000,000"
1816,2017-08-29,CureFit,Consumer Internet,End to End health and wellness platform.,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital,  UC-RNT fund",Private Equity,"25,000,000"
1817,2015-08-13,IFMR Holdings,Financial Inclusion platform,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"25,000,000"
1818,2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,  Eight Roads Ventures",Private Equity,"25,000,000"
1819,2015-11-19,UrbanClap,Mobile Services Marketplace,Mobile Services Marketplace,Gurugram,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"25,000,000"
1820,2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,"25,000,000"
1821,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bengaluru,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,  Falcon Edge",Private Equity,"25,000,000"
1822,2016-05-12,Capital Float,Consumer Internet,Online Lending,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,"25,000,000"
1823,2020-02-11,Moengage,Intelligent Marketing Cloud,Intelligent Marketing Cloud,San Francisco/ Bangalore,Eight Roads Ventures,Series C,"25,000,000"
1824,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Mobile Point of Sale payment solution,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"25,000,000"
1825,2016-07-26,Zoom Car,Consumer Internet,Self Driver Car Rentals,Bengaluru,"Ford Motor Company, Sequoia Capital, Reliance Ventures",Private Equity,"25,000,000"
1826,2017-07-26,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,Delhi,Goldman Sachs,Private Equity,"25,000,000"
1827,2015-03-25,OYO Rooms,Industry / Vertical,Sub-Vertical,City / Location,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,"25,000,000"
1828,2015-08-06,Ezetap,Mobile based PoS solution,Mobile based PoS solution,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"25,000,000"
1829,2015-04-11,Zomato,Restaurant Reviews,Restaurant Reviews,Gurugram,Info Edge (India),Private Equity,"25,000,000"
1830,2015-10-19,Citrus Payment,Payments Solution platform,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"25,000,000"
1831,2017-11-10,Qubole,Technology,Big Data based analytics platform,Bengaluru,"Singtel, Innov8, Harmony Partners",Private Equity,"25,000,000"
1832,2020-06-18,Drishti Technologies,Technology,"Artificial Intelligence, Video Analytics",Mumbai,Sozo Ventures,Series B,"25,000,000"
1833,2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix’s corporate financing arm, Electronic Development Fund",Private Equity,"25,000,000"
1834,2015-12-10,BlackBuck,Online Freight Services Aggregator,Online Freight Services Aggregator,Bengaluru,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000"
1835,2015-04-08,MobiKwik,Digital / Mobile Wallet,Digital / Mobile Wallet,Gurugram,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"25,000,000"
1836,2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,"25,000,000"
1837,2019-06-06,Chakr Innovation,Energy,Renewable Energy,Delhi,IAN Fund,Series A,"26,000,000"
1838,2017-09-06,Power2SME,ECommerce,Buying Club for Small Businesses,Gurugram,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,"26,000,000"
1839,2017-11-21,Portea,Healthcare,Healthcare facilities at doorstep,Bengaluru,"Sabre Partners, MEMG CDC",Private Equity,"26,000,000"
1840,2019-04-11,CleverTap,SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,"26,000,000"
1841,2019-11-15,Ninjacart,B2B Marketing,Agritech ,Bengaluru,Trifecta Capital Advisors,Debt Funding,"26,000,000"
1842,2019-06-04,Recykal,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh ",pre-Series A,"26,000,000"
1843,2015-02-02,FirstCry,Industry / Vertical,Sub-Vertical,City / Location,Valiant Capital Partners,Private Equity,"26,000,000"
1844,2017-12-13,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,"27,000,000"
1845,2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bengaluru,Hero MotoCorp,Private Equity,"27,000,000"
1846,2015-11-25,S Chand,Education Content Provider,Education Content Provider,Delhi,IFC Everstone Group,Private Equity,"27,000,000"
1847,2017-12-13,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,"27,000,000"
1848,2018-11-03,Veritas Finance Ltd.,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK’s Development Finance Institution and P Surendra Pai",Series D,"27,799,000"
1849,2015-04-20,Sulekha.com,Online Classifieds & Listings,Online Classifieds & Listings,Chennai,GIC ventures,Private Equity,"28,000,000"
1850,2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Private Equity,"29,000,000"
1851,2018-11-24,Engineer.ai ,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank’s DeepCore.",Series A,"29,500,000"
1852,2015-09-28,Ola Cabs,Cab Booking app platform,Cab Booking app platform,Bengaluru,Didi Kuaidi,Private Equity,"30,000,000"
1853,2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,Delhi,Fosun International,Private Equity,"30,000,000"
1854,2015-07-08,Axtria,Big Data & Analytics platform,Big Data & Analytics platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"30,000,000"
1855,2016-07-18,BlueStone,ECommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"30,000,000"
1856,2015-07-22,deGustibus,Fine Dining Restaurant Chain,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,"30,000,000"
1857,2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bengaluru,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,"30,000,000"
1858,2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bengaluru,"Lightbox Ventures, Axis Capital & Others",Private Equity,"30,000,000"
1859,2015-12-07,Faasos,QSR Chain,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"30,000,000"
1860,2015-12-17,Rivigo,Logistics Services Provider,Logistics Services Provider,Gurugram,SAIF Partners and others,Private Equity,"30,000,000"
1861,2015-02-12,Practo,Industry / Vertical,Sub-Vertical,City / Location,"Sequoia Capital, Matrix Partners",Private Equity,"30,000,000"
1862,2017-08-30,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,"30,000,000"
1863,2015-07-06,Paper Boat,Ethnic Beverages manufacturer,Ethnic Beverages manufacturer,Gurugram,"Sofina, Hillhouse Capital",Private Equity,"30,000,000"
1864,2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,"30,000,000"
1865,2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Automated Storage & Warehousing Solution,Gurugram,Tiger Global Management,Private Equity,"30,000,000"
1866,2015-08-05,Zo Rooms,Online budget hotel chain,Online budget hotel chain,Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"30,000,000"
1867,2015-03-28,LimeRoad.com,Industry / Vertical,Sub-Vertical,City / Location,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,"30,000,000"
1868,2019-12-16,Licious,ECommerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,"30,000,000"
1869,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.",Private Equity,"30,000,000"
1870,2017-09-11,Ecom Express,Logistics,Logistics Solutions provider,Delhi,Warburg Pincus,Private Equity,"30,000,000"
1871,2018-11-22,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,"31,000,000"
1872,2015-01-22,Caratlane.com,Industry / Vertical,Sub-Vertical,City / Location,Tiger Global,Private Equity,"31,000,000"
1873,2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,"31,000,000"
1874,2016-09-21,Pepperfry,ECommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,"31,300,000"
1875,2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,"32,000,000"
1876,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Private Equity,"32,000,000"
1877,2017-10-31,MSE,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,"32,000,000"
1878,2015-11-17,CraftsVilla,Women Ethnic Wear  Online Marketplace,Women Ethnic Wear  Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,"34,000,000"
1879,2017-08-30,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bengaluru,"Ward Ferry Management and Karst Peak Capital,",Private Equity,"34,000,000"
1880,2017-01-09,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,"35,000,000"
1881,2016-01-22,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,"35,000,000"
1882,2015-06-02,Saama,Big Data & Analytics Services,Big Data & Analytics Services,Pune / US,Carrick Capital Partners,Private Equity,"35,000,000"
1883,2016-12-15,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,"35,000,000"
1884,2018-08-07,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,"35,000,000"
1885,2016-01-19,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bengaluru,"Harmony Partners, RB Investments & existing investors",Private Equity,"35,000,000"
1886,2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"35,000,000"
1887,2017-07-25,Byju’s,Consumer Internet,Mobile Learning App,Bengaluru,Tencent Holdings,Private Equity,"35,000,000"
1888,2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,Hyper-Local Online/Mobile Grocery,Gurugram,"Tiger Global, Sequoia Capital",Private Equity,"35,000,000"
1889,2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Hyperlocal Grocery Delivery,Gurugram,"Sequoia India, SAIF Partners.",Private Equity,"36,000,000"
1890,2017-08-11,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurugram,Tekne Capital Management,Private Equity,"36,000,000"
1891,2018-01-10,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,"36,230,000"
1892,2020-02-10,Pepperfry,ECommerce,Furniture,Mumbai,Pidilite Industries,Series F,"37,000,000"
1893,2016-08-22,Puro Wellness,healthcare,"Organic,  Natural  Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,"37,000,000"
1894,2019-08-23,Zendrive,Automotive,Road Safety Analytics,San Francisco,XL Innovate,Series B,"37,000,000"
1895,2015-09-21,Portea Medical,Home Medical Care Services,Home Medical Care Services,Bengaluru,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"37,500,000"
1896,2019-07-01,Uniphore,Artificial Intelligence,Speech Recognition,Taramani,March Capital Partners,Series C,"38,080,000"
1897,2019-08-01,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,"38,080,000"
1898,2018-03-08,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors ,Private Equity,"38,400,000"
1899,2017-02-20,Flipkart,ECommerce,Online Marketplace,Bengaluru,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,"38,700,000"
1900,2017-10-04,PhonePe,Consumer Internet,Digital Wallet,Bengaluru,Flipkart,Private Equity,"38,700,000"
1901,2015-02-06,NewsHunt,Industry / Vertical,Sub-Vertical,City / Location,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,"40,000,000"
1902,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Off-grid Solar Power,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,"40,000,000"
1903,2016-08-26,Mobikwik,Consumer Internet,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,"40,000,000"
1904,2015-04-15,PolicyBazaar,Online Policy Aggregator,Online Policy Aggregator,Gurugram,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,"40,000,000"
1905,2017-04-03,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,"40,000,000"
1906,2015-09-03,Vistaar Finance,Small Business Financing (NBFC),Small Business Financing (NBFC),Bengaluru,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,"40,000,000"
1907,2015-09-02,Zivame,Online Lingerie Marketplace,Online Lingerie Marketplace,Bengaluru,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"40,000,000"
1908,2020-05-19,Lendingkart,FinTech,"Financial Services, Lending, Micro Lending.",Ahmedabad,"Fullerton Financial Holdings Pte Ltd (FFH) and Bertelsmann India Investments, Sistema Asia Fund and India Quotient. ",Series D,"42,000,000"
1909,2018-11-25, InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,"42,000,000"
1910,2020-04-06,Swiggy,Online Food Delivery,Online Food Delivery,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, and Mirae Asset Capital Markets",Series 1,"43,000,000"
1911,2017-09-14,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,"44,000,000"
1912,2019-04-16,Kuvera,Finance,Wealth Management,Bengaluru,Eight Roads,Series A,"45,000,000"
1913,2015-09-02,Capillary Tech,Cloud software solutions,Cloud software solutions,Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"45,000,000"
1914,2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,"47,000,000"
1915,2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,"50,000,000"
1916,2020-04-15,BigBasket,ECommerce,Online Grocery Delivery,Bengaluru,Alibaba Group,Debt Financing,"50,000,000"
1917,2015-08-12,BigBasket,Online & mobile Grocery store,Online & mobile Grocery store,Bengaluru,Bessemer Venture Partners,Private Equity,"50,000,000"
1918,2016-09-09,Byju’s,Education,Online Learning App,Bengaluru,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,"50,000,000"
1919,2016-10-11,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,Bengaluru,Emerald Media,Private Equity,"50,000,000"
1920,2017-06-05,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,"50,000,000"
1921,2016-05-03,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurugram,"GMO Payment Gateway, MediaTek",Private Equity,"50,000,000"
1922,2015-01-27,CarDekho.com,Industry / Vertical,Sub-Vertical,City / Location,"Hillhouse Capital, Tybourne Capital",Private Equity,"50,000,000"
1923,2018-02-21,Udaan,ECommerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,"50,000,000"
1924,2019-12-11,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,"50,000,000"
1925,2018-02-08,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,"50,000,000"
1926,2015-06-04,Flipkart,eCommerce platform,eCommerce platform,Bengaluru,Morgan Stanley,Private Equity,"50,000,000"
